ENVIRONMENT,TEMP_C,HUMIDITY_PCT,ECO2_PPM,LUX,CO_PPM,NH3_PPM,NO2_PPM,DT_SCORE
frozen_wasteland,-39.056,33.896,422,401.6,0.25,0.046,0.008,0
tropical_rainforest,24.87,93.679,391,7943.3,0.497,0.793,0.002,2
tropical_rainforest,26.258,93.145,416,5940.6,0.44,0.538,0.003,2
diesel_exhaust_zone,21.415,42.78,599,19847.9,2.768,0.509,1.731,0
dry_scrubland,35.209,23.012,465,52336.7,0.267,0.091,0.012,1
tropical_rainforest,24.101,88.466,417,9979.9,0.328,0.78,0.003,2
english_garden,16.113,51.222,451,12340.8,0.866,0.44,0.001,2
frozen_wasteland,-15.163,37.17,413,4574.2,0.177,0.01,0.002,0
classroom,20.395,47.837,680,615.5,1.298,0.011,0.018,2
industrial_exhaust,32.076,46.316,3234,15253.7,77.182,90.152,8.087,0
diesel_exhaust_zone,28.014,44.678,532,26345,6.507,0.636,3.555,0
classroom,19.713,42.416,780,755.3,0.418,0.285,0.018,2
greenhouse,25.302,56.475,935,45466.7,0.127,0.675,0.007,2
diesel_exhaust_zone,26.784,69.08,686,8977.9,1.613,0.643,6.701,0
indoor_kitchen_cooking,22.564,65.694,1083,440.9,6.579,1.663,0.222,1
diesel_exhaust_zone,24.194,42.431,635,24072.3,2.575,0.439,2.94,0
ammonia_leak,16.627,47.338,651,421.6,0.896,107.23,0.004,0
indoor_kitchen_cooking,28.624,74.374,1134,281.1,12.932,1.668,0.216,1
urban_roadside,15.666,47.647,467,22619.9,12.656,0.131,0.097,1
indoor_kitchen_cooking,26.005,68.245,874,460,3.252,0.668,0.207,1
indoor_kitchen_cooking,23.059,72.648,1668,224.8,14.245,1.663,0.214,1
tropical_rainforest,26.92,83.735,449,2185.3,0.339,0.474,0.003,2
ammonia_leak,28.129,42.294,442,825.9,0.066,207.532,0.035,0
underground_cave,11.073,87.59,1971,14.2,1.63,1.864,0.026,1
greenhouse,23.644,68.621,702,36075.2,0.957,1.294,0.005,2
underground_cave,8.14,86.894,1190,47.2,0.832,2.703,0.039,1
volcanic_vent,70.801,44.896,8687,3912.4,104.521,1.678,4.454,0
underground_cave,9.096,79.246,2201,11.6,1.191,2.604,0.03,1
ammonia_leak,29.415,49.793,678,764,1.449,128.675,0.037,0
greenhouse,25.574,72.583,916,30940.4,0.737,0.883,0.013,2
underground_cave,10.727,81.064,1336,10,2.66,2.599,0.048,1
unventilated_room,23.943,53.852,4250,407.2,0.788,0.247,0.016,0
urban_roadside,13.4,52.805,577,29299.8,13.86,0.182,0.072,1
classroom,20.697,40.422,875,408.6,0.726,0.041,0.018,2
industrial_exhaust,20.139,22.78,1811,28155.6,199.971,83.869,3.152,0
diesel_exhaust_zone,19.63,46.506,499,27051.4,4.605,0.338,2.497,0
ammonia_leak,24.52,54.209,528,930.8,0.807,460.641,0.038,0
greenhouse,25.167,72.319,883,35019.8,0.817,1.12,0.019,2
underground_cave,12.173,92.66,1995,43.4,2.389,1.475,0.038,1
ammonia_leak,18.499,51.761,576,175.8,1.278,186.647,0.012,0
tropical_rainforest,27.288,94.478,407,5770,0.416,0.632,0.004,2
english_garden,15.235,56.956,470,9557.6,0.766,0.201,0.003,2
classroom,21.426,42.459,781,600.5,1.139,0.113,0.017,2
volcanic_vent,47.429,85.707,6691,22737.2,77.051,0.94,2.286,0
tundra_edge,-2.505,58.309,451,7886.4,0.432,0.19,0.004,1
frozen_wasteland,-17.027,24.967,432,1411.8,0.212,0.029,0.009,0
indoor_kitchen_cooking,23.089,73.342,1502,511.1,4.42,0.86,0.166,1
frozen_wasteland,-31.52,17.011,404,4864.8,0.279,0.051,0.007,0
greenhouse,22.393,60.871,685,40830.9,0.612,0.483,0.013,2
classroom,21.582,44.015,716,640.2,1.368,0.103,0.019,2
diesel_exhaust_zone,25.5,44.831,624,11693.6,6.582,0.99,5.986,0
frozen_wasteland,-21.008,25.57,419,155.3,0.021,0.088,0.001,0
english_garden,15.594,55.309,463,18726,0.837,0.376,0.007,2
diesel_exhaust_zone,26.745,45.206,567,14440.5,7.726,0.331,6.269,0
volcanic_vent,60.766,30.333,3343,1302,51.132,0.601,3.709,0
industrial_exhaust,28.775,25.487,4117,37029.8,51.418,63.699,5.481,0
english_garden,17.217,47.131,401,17864.6,0.424,0.135,0.002,2
diesel_exhaust_zone,28.707,41.781,618,15127.6,7.043,0.779,3.481,0
english_garden,19.942,50.949,461,10712.1,0.221,0.059,0.004,2
unventilated_room,25.118,46.692,3530,387.5,0.693,0.472,0.025,0
classroom,22.019,54.186,629,355.7,0.998,0.273,0.016,2
diesel_exhaust_zone,26.613,55.716,691,24129.5,6.712,0.793,5.86,0
urban_roadside,12.415,66.345,528,21412.8,9.858,0.822,0.134,1
indoor_kitchen_cooking,26.75,53.428,1714,545.1,14.582,1.493,0.201,1
frozen_wasteland,-31.713,16.716,448,353.4,0.194,0.057,0.008,0
unventilated_room,25.283,52.298,4996,356.8,1.48,0.224,0.019,0
volcanic_vent,60.203,55.866,4335,20065.4,131.951,0.541,4.927,0
unventilated_room,24.327,43.454,4991,118.9,0.696,0.217,0.009,0
unventilated_room,20.161,56.772,4624,269.7,1.677,0.242,0.028,0
unventilated_room,20.025,50.752,3273,151.1,0.583,0.194,0.024,0
industrial_exhaust,28.003,42.814,4739,26612.5,89.149,97.199,9.597,0
ammonia_leak,18.04,55.98,780,170.6,0.139,489.425,0.048,0
english_garden,19.244,60.815,423,24722.3,0.505,0.221,0.009,2
tropical_rainforest,24.428,78.24,396,5436.3,0.181,0.341,0.004,2
tropical_rainforest,24.734,91.134,403,9180.6,0.225,0.774,0.002,2
indoor_kitchen_cooking,24.701,61.036,1291,314.1,11.046,2.234,0.188,1
tropical_rainforest,26.984,87.567,389,2394.4,0.074,0.161,0.004,2
indoor_kitchen_cooking,29.021,63.606,1279,405.6,9.986,0.973,0.267,1
unventilated_room,25.702,47.821,3630,498.7,0.701,0.321,0.014,0
tropical_rainforest,29.97,82.077,389,8876.9,0.284,0.669,0.003,2
dry_scrubland,30.276,22.057,495,97613.4,0.251,0.391,0.017,1
frozen_wasteland,-27.732,16.368,443,1503.5,0.251,0.025,0.004,0
underground_cave,12.534,91.009,2004,12,1.989,0.868,0.026,1
tropical_rainforest,27.737,78.756,381,1694.8,0.291,0.267,0.001,2
unventilated_room,22.071,48.421,3694,384.6,1.873,0.495,0.011,0
indoor_kitchen_cooking,22.309,48.128,1216,588.4,8.987,2.886,0.14,1
underground_cave,12.829,79.98,2463,19.8,2.046,1.601,0.047,1
frozen_wasteland,-29.64,29.569,404,3668.7,0.177,0.061,0.004,0
underground_cave,12.784,92.695,1212,18.5,1.802,0.694,0.026,1
tropical_rainforest,28.569,88.934,387,2874.4,0.265,0.309,0.004,2
ammonia_leak,20.404,42.9,603,849.2,1.353,432.723,0.02,0
classroom,21.657,42.97,540,464.8,0.381,0.166,0.013,2
tundra_edge,-1.978,57.023,443,1820.6,0.187,0.175,0.005,1
tundra_edge,-3.322,58.278,436,6712.6,0.065,0.026,0.002,1
classroom,19.823,50.799,832,391.5,1.077,0.149,0.009,2
classroom,20.483,42.254,616,772.4,0.49,0.19,0.012,2
industrial_exhaust,30.622,55.539,4303,24396.5,160.153,94.685,5.989,0
unventilated_room,20.749,52.253,3565,470.4,0.748,0.307,0.02,0
frozen_wasteland,-24.492,28.651,442,975.8,0.17,0.011,0.006,0
english_garden,18.931,51.593,412,19315.1,0.699,0.375,0.009,2
english_garden,18.558,62.587,486,16839.9,0.811,0.207,0.009,2
diesel_exhaust_zone,15.105,60.79,466,7245.4,5.672,0.779,4.474,0
classroom,19.193,38.118,553,730.8,1.301,0.172,0.009,2
tropical_rainforest,27.825,75.226,394,4942.8,0.406,0.377,0.003,2
diesel_exhaust_zone,21.876,51.944,529,9059.8,6.922,0.829,5.876,0
industrial_exhaust,20.957,67.592,4003,27422.9,186.42,21.609,5.507,0
tundra_edge,-4.485,71.157,450,18255.5,0.086,0.193,0.003,1
frozen_wasteland,-27.943,31.781,442,1211.2,0.134,0.02,0.007,0
indoor_kitchen_cooking,22.692,57.415,1156,404.1,7.441,0.864,0.163,1
classroom,19.908,43.781,695,533.2,0.858,0.265,0.012,2
frozen_wasteland,-24.351,12.179,449,802.7,0.237,0.053,0.001,0
dry_scrubland,33.944,17.545,445,69830,0.266,0.39,0.006,1
industrial_exhaust,32.121,57.06,4524,33630.7,65.999,95.96,5.088,0
frozen_wasteland,-30.878,24.243,426,1060.9,0.045,0.007,0.001,0
classroom,22.499,38.504,875,760.7,0.687,0.088,0.018,2
greenhouse,25.998,62.623,898,44952.1,0.457,0.214,0.008,2
indoor_kitchen_cooking,28.596,67.866,1312,312.7,11.613,2.712,0.261,1
frozen_wasteland,-35.604,14.501,439,1115,0.198,0.061,0.008,0
classroom,19.138,40.658,726,584.3,1.36,0.017,0.016,2
ammonia_leak,19.975,75.418,598,457.9,1.009,368.917,0.011,0
tropical_rainforest,28.394,80.506,438,13802.6,0.3,0.162,0.002,2
ammonia_leak,22.713,43.411,697,432.2,0.587,322.271,0.006,0
tundra_edge,2.906,61.375,421,5227.2,0.436,0.187,0.003,1
english_garden,15.915,61.473,437,28169.5,0.68,0.291,0.003,2
ammonia_leak,25.463,59.956,779,413,0.243,364.444,0.025,0
unventilated_room,22.214,56.217,4984,155.3,0.606,0.298,0.016,0
english_garden,18.255,53.843,421,23142,0.911,0.398,0.003,2
underground_cave,11.193,82.689,1225,31.2,2.788,1.765,0.037,1
tundra_edge,-1.576,73.503,418,19727.1,0.266,0.136,0.008,1
unventilated_room,22.032,45.965,3695,220.5,1.977,0.327,0.029,0
ammonia_leak,18.25,69.676,407,446.5,0.42,184.723,0.032,0
english_garden,15.259,55.046,459,35830.4,0.887,0.22,0.006,2
volcanic_vent,61.774,49.167,6294,27904.1,128.772,1.164,0.843,0
industrial_exhaust,27.379,68.192,2989,1588.1,136.871,29.033,3.765,0
unventilated_room,21.292,56.284,3055,339.4,1.373,0.127,0.022,0
unventilated_room,21.762,59.984,4870,411.1,1.912,0.317,0.017,0
english_garden,15.197,63.617,484,28798.7,0.812,0.069,0.004,2
ammonia_leak,25.078,71.658,554,845.8,0.775,123.789,0.005,0
industrial_exhaust,27.676,30.518,2930,7192,147.576,42.038,7.559,0
greenhouse,21.393,72.708,888,26893.6,0.599,0.432,0.006,2
greenhouse,21.797,65.07,830,34188.2,0.476,1.153,0.026,2
tropical_rainforest,27.571,81.008,431,9068,0.085,0.15,0.004,2
english_garden,17.107,55.959,400,17181.2,0.487,0.29,0.007,2
diesel_exhaust_zone,19.698,63.291,540,25744.3,4.767,0.244,4.51,0
tundra_edge,-3.475,66.976,451,16431.3,0.464,0.158,0.006,1
diesel_exhaust_zone,17.653,62.744,674,27637.4,4.571,0.945,7.73,0
diesel_exhaust_zone,20.798,49.729,451,8582.8,6.231,0.477,2.833,0
industrial_exhaust,25.623,67.387,4782,18937.2,129.579,23.976,9.322,0
volcanic_vent,44.414,46.562,9197,26833.4,88.871,2.949,0.924,0
urban_roadside,21.29,41.038,563,9006.2,6.292,0.586,0.221,1
classroom,22.068,35.39,782,404.3,1.16,0.088,0.011,2
classroom,20.778,45.041,685,648.6,0.766,0.277,0.015,2
greenhouse,25.307,72.565,694,17551.9,0.953,1.376,0.023,2
tropical_rainforest,26.465,85.923,406,14695.3,0.306,0.734,0.001,2
english_garden,17.558,58.659,476,38542.5,0.793,0.008,0.002,2
indoor_kitchen_cooking,25.623,64.33,1567,222.4,6.298,1.349,0.139,1
classroom,22.601,45.856,756,669.6,0.941,0.014,0.01,2
industrial_exhaust,28.712,44.932,4911,26635.5,163.512,75.512,1.36,0
volcanic_vent,48.883,61.71,7852,27442,100.223,2.144,1.373,0
indoor_kitchen_cooking,28.931,63.839,1157,237.4,14.693,1.316,0.055,1
underground_cave,8.505,85.243,1591,18.1,1.258,1.217,0.039,1
english_garden,17.48,60.44,472,28585.9,0.724,0.305,0.003,2
diesel_exhaust_zone,27.524,57.291,597,26653.8,2.715,0.937,2.659,0
indoor_kitchen_cooking,28.82,74.714,1665,202.7,5.392,0.95,0.053,1
industrial_exhaust,34.933,46.096,4847,23200.8,164.904,97.413,9.338,0
volcanic_vent,66.167,77.729,7653,26622.4,23.417,0.571,2.291,0
diesel_exhaust_zone,28.173,67.476,515,7416,6.284,0.135,4.379,0
english_garden,19.624,58.615,472,28972.8,0.998,0.13,0.005,2
frozen_wasteland,-23.597,37.038,442,2018.8,0.158,0.099,0.003,0
greenhouse,22.093,61.352,757,30468.3,0.459,1.386,0.012,2
underground_cave,11.959,77.213,1921,36.1,2.199,0.646,0.036,1
english_garden,16.334,58.535,463,15962.3,0.724,0.172,0.002,2
volcanic_vent,62.827,70.906,9488,11594.4,94.977,1.885,1.589,0
greenhouse,21.628,57.743,990,23068.8,0.768,0.474,0.014,2
greenhouse,27.889,74.151,925,15582.1,0.424,0.259,0.025,2
greenhouse,23.129,65.557,713,39373.2,0.276,1.313,0.015,2
classroom,20.007,45.156,668,718.1,1.48,0.025,0.007,2
tropical_rainforest,25.561,76.781,406,14261.4,0.103,0.747,0.003,2
industrial_exhaust,22.368,42.603,3497,7442.9,56.043,62.111,1.744,0
classroom,21.698,35.591,750,383.4,0.722,0.129,0.02,2
diesel_exhaust_zone,23.713,55.88,536,8069,4.132,0.602,6.179,0
industrial_exhaust,25.215,38.66,3624,3627.7,56.229,95.392,6.771,0
frozen_wasteland,-21.703,39.012,414,2678.5,0.272,0.018,0.004,0
volcanic_vent,45.857,87.497,5984,19272.6,141.987,3.994,2.018,0
volcanic_vent,61.149,51.004,6153,9053.2,114.651,3.574,2.059,0
tundra_edge,-1.769,58.77,402,16958.1,0.06,0.016,0.008,1
urban_roadside,12.493,65.805,603,14438.1,14.657,0.414,0.325,1
dry_scrubland,28.037,19.313,492,57708.3,0.376,0.06,0.017,1
ammonia_leak,18.153,62.076,723,309.1,0.223,452.745,0.048,0
underground_cave,9.131,79.494,1625,0.4,2.118,1.442,0.025,1
urban_roadside,17.785,47.46,523,22857.9,12.469,0.315,0.1,1
dry_scrubland,28.737,22.423,500,51816.8,0.344,0.274,0.005,1
frozen_wasteland,-24.932,21.543,422,2163.6,0.174,0.015,0.006,0
english_garden,16.726,57.501,459,14257.5,0.196,0.152,0.01,2
frozen_wasteland,-19.956,33.577,409,2641.7,0.092,0.061,0.006,0
ammonia_leak,20.971,42.953,561,261.3,1.609,348.786,0.025,0
dry_scrubland,33.471,23.91,402,81460,0.434,0.214,0.007,1
underground_cave,13.191,90.71,2111,27.8,1.587,1.744,0.007,1
tundra_edge,3.02,71.092,443,19825.7,0.224,0.171,0.009,1
ammonia_leak,16.044,42.186,788,750.8,0.879,364.384,0.035,0
indoor_kitchen_cooking,24.723,56.222,901,289.5,13.429,1.868,0.062,1
indoor_kitchen_cooking,24.921,59.011,1219,411.1,8.837,2.31,0.134,1
urban_roadside,11.507,59.626,517,24258.1,17.045,0.52,0.25,1
tundra_edge,-4.814,74.41,474,7159.9,0.459,0.129,0.008,1
industrial_exhaust,24.237,61.164,4479,31610.9,48.963,70.392,5.177,0
frozen_wasteland,-37.795,36.083,416,1871.5,0.263,0.088,0.002,0
tundra_edge,4.93,65.693,453,8254.4,0.497,0.152,0.006,1
tropical_rainforest,25.493,87.507,393,11488.7,0.237,0.195,0.004,2
frozen_wasteland,-33.489,32.746,434,1576.3,0.081,0.071,0.002,0
classroom,21.609,41.006,833,687.3,1.048,0.015,0.008,2
unventilated_room,21.133,50.013,3365,127.1,0.886,0.421,0.018,0
frozen_wasteland,-26.067,35.794,402,1798.7,0.142,0.007,0.005,0
frozen_wasteland,-28.677,39.917,424,2895.3,0.082,0.083,0.004,0
classroom,22.018,47.027,697,388.3,0.909,0.154,0.019,2
diesel_exhaust_zone,26.564,51.087,475,6523.4,4.663,0.789,5.165,0
dry_scrubland,37.792,24.686,440,59823,0.638,0.391,0.009,1
classroom,22.863,50.334,815,408.8,0.749,0.024,0.016,2
diesel_exhaust_zone,27.921,66.344,530,23836.4,3.967,0.797,2.217,0
underground_cave,12.794,92.518,2175,42.7,0.961,1.547,0.037,1
unventilated_room,21.024,40.983,3000,359.5,1.21,0.113,0.011,0
dry_scrubland,34.391,12.147,414,80415.5,0.337,0.344,0.016,1
diesel_exhaust_zone,28.487,46.037,698,9305,7.85,0.223,3.117,0
diesel_exhaust_zone,24.773,49.807,644,18565.9,7.002,0.445,1.736,0
indoor_kitchen_cooking,26.158,67.581,1212,381.1,7.254,2.369,0.118,1
underground_cave,9.799,75.455,2472,16.4,2.28,2.674,0.047,1
english_garden,19.372,62.285,463,12830.6,0.161,0.221,0.004,2
dry_scrubland,37.009,20.987,468,70317.6,0.294,0.25,0.019,1
greenhouse,27.212,68.454,765,46334.4,0.733,1.191,0.018,2
volcanic_vent,44.64,47.566,8642,9421.4,60.997,1.874,2.374,0
industrial_exhaust,33.011,61.362,3603,30921.1,131.282,50.325,7.068,0
ammonia_leak,20.275,65.381,473,450.2,1.045,222.144,0.026,0
industrial_exhaust,15.949,60.312,4243,10731.5,95.91,55.119,5.999,0
frozen_wasteland,-21.605,36.702,420,4509.9,0.003,0.053,0.001,0
classroom,21.145,53.304,798,440.7,0.968,0.153,0.007,2
english_garden,15.806,61.984,465,29668.5,0.248,0.492,0.003,2
classroom,21.407,46.807,817,777,0.991,0.035,0.016,2
diesel_exhaust_zone,27.969,66.543,603,27376.7,2.75,0.983,4.592,0
urban_roadside,12.739,59.247,538,7359.3,23.382,0.523,0.086,1
tundra_edge,1.036,72.769,425,10357.5,0.189,0.123,0.005,1
diesel_exhaust_zone,19.549,67.049,487,5132.4,6.511,0.299,6.049,0
greenhouse,25.075,57.831,682,18211.6,0.633,1.281,0.028,2
classroom,19.743,50.521,529,426.7,1.441,0.127,0.01,2
unventilated_room,20.126,50.869,3529,151,1.663,0.232,0.006,0
frozen_wasteland,-24.591,12.118,407,2911.1,0.3,0.038,0.004,0
tundra_edge,3.412,74.452,468,16967.9,0.381,0.02,0.002,1
unventilated_room,25.662,52.168,3508,406.6,1.615,0.273,0.012,0
dry_scrubland,32.589,20.461,426,72899.9,0.103,0.174,0.015,1
industrial_exhaust,32.576,28.069,2156,33454.6,90.163,39.1,4.746,0
urban_roadside,13.87,47.348,463,28034,21.135,0.975,0.282,1
diesel_exhaust_zone,26.402,60.995,579,13910.9,2.472,0.799,6.604,0
dry_scrubland,34.046,20.782,421,70404.3,0.583,0.34,0.007,1
tundra_edge,2.474,55.391,424,6343.9,0.333,0.052,0.006,1
greenhouse,24.706,65.379,758,24229.3,0.549,0.75,0.016,2
english_garden,16.483,50.371,483,18808.2,0.62,0.283,0.005,2
dry_scrubland,32.133,11.944,457,66349.6,0.474,0.167,0.003,1
unventilated_room,25.409,42.318,4689,378.7,1.64,0.348,0.013,0
indoor_kitchen_cooking,25.178,74.751,1026,286.7,12.987,1.472,0.288,1
frozen_wasteland,-27.027,18.063,420,3272.6,0.261,0.073,0.009,0
indoor_kitchen_cooking,28.656,49.322,1168,466.3,9.012,1.056,0.205,1
underground_cave,9.597,79.666,1261,16.1,0.958,2.342,0.049,1
industrial_exhaust,34.373,42.081,4630,22830,179.707,47.752,5.597,0
unventilated_room,20.438,57.471,4542,237,0.855,0.281,0.02,0
underground_cave,10.41,82.81,1294,38.5,2.142,0.566,0.033,1
tropical_rainforest,29.823,92.18,395,10080.7,0.342,0.492,0.004,2
frozen_wasteland,-35.361,25.205,435,3975,0.032,0.006,0.005,0
underground_cave,12.768,85.08,1435,14.6,0.898,1.864,0.012,1
tundra_edge,-3.004,59.583,449,4443.5,0.31,0.198,0.001,1
industrial_exhaust,24.538,30.065,3900,31180.2,70.905,43.456,6.842,0
volcanic_vent,62.584,85.673,3875,5242.3,70.672,2.224,2.214,0
english_garden,19.926,45.022,448,12246.4,0.304,0.34,0.001,2
indoor_kitchen_cooking,25.39,67.548,1542,508.6,10.927,1.618,0.183,1
indoor_kitchen_cooking,27.777,68.452,823,554.9,5.237,2.882,0.116,1
underground_cave,9.528,88.121,1661,21.6,2.949,2.212,0.032,1
dry_scrubland,30.419,12.845,482,84510.2,0.523,0.24,0.016,1
diesel_exhaust_zone,29.759,60.788,575,14738.3,1.761,0.583,6.57,0
ammonia_leak,19.829,72.857,656,599.6,1.932,286.106,0.047,0
indoor_kitchen_cooking,28.231,70.369,1031,380.8,14.852,2.517,0.1,1
greenhouse,21.39,73.083,807,30309.1,0.19,1.242,0.018,2
tundra_edge,-1.227,74.072,434,12191.8,0.325,0.052,0.001,1
tropical_rainforest,28.431,94.512,403,10876.3,0.263,0.361,0.005,2
tundra_edge,-0.985,61.456,442,10087.9,0.189,0.019,0.003,1
urban_roadside,20.323,45.043,451,5134.6,23.661,0.773,0.293,1
english_garden,16.238,57.69,400,16752.9,0.785,0.084,0.008,2
tundra_edge,-2.726,55.832,453,6757.7,0.304,0.081,0.007,1
indoor_kitchen_cooking,23.617,53.741,1195,312.5,7.552,2.229,0.299,1
indoor_kitchen_cooking,28.999,55.75,1328,437.9,4.298,0.78,0.255,1
underground_cave,11.881,93.932,1031,6.5,2.374,1.145,0.035,1
unventilated_room,25.918,53.185,3523,377.1,1.381,0.109,0.013,0
tropical_rainforest,27.954,81.25,420,5370,0.451,0.389,0.002,2
dry_scrubland,29.528,12.003,472,61003.2,0.432,0.225,0.011,1
classroom,22.894,39.974,678,323.9,0.85,0.297,0.009,2
volcanic_vent,53.813,57.398,7104,4743.1,56.464,1.31,1.477,0
dry_scrubland,35.64,15.851,416,89376.7,0.711,0.255,0.013,1
diesel_exhaust_zone,17.618,64.51,630,11636.4,6.741,0.981,7.213,0
urban_roadside,19.514,44.333,638,18599.7,13.778,0.629,0.381,1
classroom,21.882,46.003,752,623.2,0.775,0.098,0.018,2
unventilated_room,24.587,52.401,3991,396.6,1.879,0.197,0.026,0
tundra_edge,2.794,60.067,401,14674.4,0.114,0.113,0.006,1
greenhouse,26.571,64.792,812,39515.9,0.879,0.917,0.02,2
diesel_exhaust_zone,17.039,62.897,514,11778.6,1.751,0.738,1.917,0
diesel_exhaust_zone,28.668,53.804,547,9333.1,7.743,0.175,6.024,0
indoor_kitchen_cooking,28.722,65.325,1079,263.9,5.57,1.72,0.056,1
diesel_exhaust_zone,22.901,64.006,543,19146.8,6.854,0.128,3.752,0
frozen_wasteland,-34.316,33.49,417,1421.5,0.113,0.03,0.003,0
ammonia_leak,20.617,40.043,691,137.5,1.787,224.72,0.032,0
diesel_exhaust_zone,22.654,54.676,453,27800.5,5.305,0.14,6.921,0
dry_scrubland,30.687,13.146,439,63515.1,0.109,0.159,0.002,1
volcanic_vent,56.568,86.882,7886,2932.9,114.314,1.924,2.537,0
underground_cave,12.146,86.164,1500,18.9,0.768,2.828,0.031,1
classroom,20.812,40.863,843,439.3,1.399,0.069,0.01,2
volcanic_vent,71.961,44.525,6108,3897.2,141.842,3.573,1.756,0
diesel_exhaust_zone,20.431,65.7,528,13313.3,6.441,0.67,4.094,0
greenhouse,25.705,73.829,912,25243.9,0.688,0.885,0.012,2
diesel_exhaust_zone,27.102,56.771,664,28839.8,4.74,0.888,2.336,0
underground_cave,11.011,87.282,2321,6.9,1.146,1.699,0.05,1
diesel_exhaust_zone,26.746,48.605,675,13512.2,4.948,0.764,2.07,0
underground_cave,12.517,83.903,1864,21.2,2.058,0.659,0.018,1
unventilated_room,23.475,43.455,3606,198.3,1.351,0.118,0.018,0
ammonia_leak,28.723,48.895,738,141.2,0.4,209.996,0.034,0
frozen_wasteland,-25.645,31.483,438,1393.5,0.084,0.055,0.002,0
dry_scrubland,28.077,23.942,429,81977.8,0.755,0.18,0.01,1
tundra_edge,-2.677,69.215,466,19876.8,0.099,0.078,0.009,1
unventilated_room,22.336,57.14,4000,482.5,1.336,0.211,0.028,0
ammonia_leak,24.082,78.546,787,904.4,0.761,468.395,0.011,0
ammonia_leak,24.239,51.307,526,692.3,1.562,335.749,0.007,0
indoor_kitchen_cooking,26.505,63.946,1243,320.1,6.739,2.725,0.26,1
industrial_exhaust,15.622,48.183,2890,6307,145.291,90.348,1.937,0
urban_roadside,12.071,64.853,624,6467.1,17.606,0.605,0.394,1
classroom,22.968,38.248,754,596.2,1.022,0.152,0.009,2
greenhouse,25.618,64.524,711,16339.9,0.24,0.811,0.021,2
ammonia_leak,16.192,46.777,631,837.4,0.471,412.252,0.026,0
volcanic_vent,73.495,88.039,6823,13077.2,34.267,4.702,3.026,0
underground_cave,8.033,81.799,1051,10.2,2.083,1.889,0.013,1
dry_scrubland,36.583,10.94,430,69772.6,0.352,0.441,0.004,1
english_garden,16.835,45.797,406,33257.3,0.556,0.314,0.006,2
underground_cave,12.771,76.012,1883,33.3,0.811,1.131,0.006,1
frozen_wasteland,-31.289,35.906,449,2210.3,0.022,0.068,0.002,0
classroom,19.554,41.866,538,477.6,1.149,0.264,0.012,2
english_garden,17.811,58.722,449,37110.4,0.166,0.04,0.006,2
industrial_exhaust,16.055,23.011,2284,21163.3,79.419,49.389,1.53,0
tundra_edge,0.309,72.727,450,3233.6,0.137,0.034,0.003,1
volcanic_vent,52.332,86.488,6796,5638.1,135.262,0.803,0.896,0
industrial_exhaust,31.416,64.842,1880,5369.5,178.361,33.656,1.193,0
greenhouse,21.298,64.086,916,16476.7,0.297,0.205,0.011,2
underground_cave,12.119,77.044,2291,47,0.766,2.277,0.022,1
english_garden,15.709,49.111,419,30310.3,0.75,0.365,0.003,2
